341.999506	425.267586	157.488220	58.481873
3849.058911	376.155492	164.297485	62.342102
2149.885673	1250.557762	5.669495	4.558289
970.271913	1361.735489	80.193298	3.034729
3486.716788	1292.863567	104.078308	0.985474
3151.494004	1156.668142	79.862671	10.407898
2760.936522	1134.963930	51.199280	11.617310
610.732234	957.541586	109.819702	22.913879
1616.496876	402.513228	44.203613	59.889709
2742.072853	1557.557077	49.903931	15.561096
3953.120590	1582.971939	140.374512	17.679688
4110.378450	1479.497345	150.893677	10.648682
1958.939986	328.203117	13.570129	65.261292
1018.703974	1178.775358	76.928223	8.537292
910.404373	987.163401	86.815491	21.408691
1428.839645	528.479608	55.882202	51.495117
1391.897042	396.728318	64.427612	60.372925
1033.208734	1530.870608	76.238281	13.762695
793.023976	1066.878972	94.791504	16.260071
1878.972909	267.127085	22.265015	70.014526
1065.418460	420.967838	93.139709	58.653931
3585.224699	965.196913	113.588074	22.750488
3681.206053	973.343452	120.719482	21.927917
3495.756829	1180.284380	104.864685	8.559326
3771.919164	1292.598673	125.141724	1.421509
4108.228176	2022.453944	166.716492	45.741699
3999.725281	1478.895304	142.516296	10.858276
3365.375823	1232.461278	95.232300	5.283081
3706.478011	782.819496	126.199280	34.353271
3778.426125	1208.345068	125.795105	6.932922
1001.906012	926.751077	80.575378	24.947327
1036.300070	935.577231	78.193176	24.605530
3885.708423	1943.715098	144.926331	40.722412
3545.418464	1002.067950	110.169495	20.240906
3832.911839	682.822998	140.649719	41.154297
3695.305422	1028.929377	121.256714	18.566101
3766.383888	791.506966	130.893311	33.921692
4295.337044	1658.195631	166.929504	22.397522
4276.900964	1932.400208	175.155518	40.095825
4464.062933	1591.909113	178.194519	18.217712
1336.191375	2153.236278	66.571411	55.284729
1267.267368	2023.820624	67.417175	45.818481
1116.908612	1599.623494	70.405518	18.348511
577.436967	834.053855	114.706421	30.927490
1387.102841	2108.107569	60.163513	51.671082
4030.725153	1434.801937	144.395874	7.755798
3555.979499	1833.321791	114.976685	34.018616
1582.269855	1391.148723	35.686096	5.107910
1691.253225	327.129539	39.496277	65.323486
1153.035727	521.884394	79.252808	52.071472
895.321708	865.066065	91.782898	29.487671
1843.173110	980.534316	17.137592	20.787202
1968.618678	643.710251	8.839493	43.174379
1942.883352	169.548988	20.526611	78.161499
2323.336998	173.685569	24.082520	77.637878
2263.173442	183.283019	16.718689	76.566711
2341.177771	807.781365	20.009277	32.079285
2603.345460	239.982423	51.457520	71.958679
2660.922777	256.868110	57.466125	70.805908
2728.886118	183.422287	68.856506	76.656677
3929.897576	528.978255	157.096924	51.158691
3859.520875	668.942752	143.243286	41.924683
3791.719756	558.886266	143.339478	49.286926
2223.332042	1591.762450	11.767700	17.988220
3567.634779	715.468782	117.650879	38.898315
3806.471716	599.704648	142.227295	46.112488
821.666287	1324.303968	91.498901	0.496094
976.023388	1202.570587	80.436890	7.244690
946.676133	974.721455	84.239990	21.905273
1446.555016	592.588459	52.849609	47.161682
1094.696806	1174.835761	71.733215	9.375671
655.016209	1006.003113	105.546387	20.090881
1004.984108	1266.655956	77.566101	3.050293
2068.101909	435.353434	1.781311	57.505676
2096.006062	501.138419	0.444275	52.865723
2053.688561	640.383170	1.590088	43.437683
2407.184194	397.425624	30.076721	60.004089
2866.545369	966.985839	59.847107	22.430115
2303.313457	1798.630975	18.333679	32.487793
1430.993254	485.266495	57.659180	54.199524
1203.155993	673.001112	70.510193	41.408081
582.700384	914.662497	112.346008	26.163086
560.164047	883.667528	114.928101	27.688110
